ebena	eben'a
eluziĝon	el'uz'iĝ'o'n
eluzita	el'uz'it'a
eluzitaj	el'uz'it'a'j
eluzitajn	el'uz'it'a'j'n
eluzitan	el'uz'it'a'n
eluzite	el'uz'it'e
elvenas	el'ven'as
elveni	el'ven'i
elvenis	el'ven'is
elvenos	el'ven'os
elvenu	el'ven'u
elverŝas	el'verŝ'as
elverŝi	el'verŝ'i
elverŝis	el'verŝ'is
elverŝiĝis	el'verŝ'iĝ'is
elverŝita	el'verŝ'it'a
elveturas	el'vetur'as
elveturis	el'vetur'is
elvido	el'vid'o
elvira	el'vir'a
elvokas	el'vok'as
elvoki	el'vok'i
elvokis	el'vok'is
elvoko	el'vok'o
elvokos	el'vok'os
elvoku	el'vok'u
elvokado	el'vok'ad'o
elvokante	el'vok'ant'e
elvokita	el'vok'it'a
elvokitaj	el'vok'it'a'j
elvolvas	el'volv'as
elvolvi	el'volv'i
elvolvis	el'volv'is
elamo	elam'o
elano	elan'o
elanon	elan'o'n
elasta	elast'a
elastaj	elast'a'j
elastajn	elast'a'j'n
elastan	elast'a'n
elaste	elast'e
elasteco	elast'ec'o
elastecoj	elast'ec'o'j
elastecon	elast'ec'o'n
elba	elb'a
elbe	elb'e
elbo	elb'o
elefanta	elefant'a
elefantaj	elefant'a'j
elefanto	elefant'o
elefantoj	elefant'o'j
elefantojn	elefant'o'j'n
elefanton	elefant'o'n
eleganta	elegant'a
elegantaj	elegant'a'j
elegantajn	elegant'a'j'n
elegantan	elegant'a'n
elegante	elegant'e
eleganto	elegant'o
eleganteco	elegant'ec'o
elegantecon	elegant'ec'o'n
elegia	elegi'a
elegio	elegi'o
elegioj	elegi'o'j
elekta	elekt'a
elektaj	elekt'a'j
elektan	elekt'a'n
elektas	elekt'as
elekti	elekt'i
elektis	elekt'is
elekto	elekt'o
elektoj	elekt'o'j
elektojn	elekt'o'j'n
elekton	elekt'o'n
elektos	elekt'os
elektu	elekt'u
elektus	elekt'us
elektada	elekt'ad'a
elektadis	elekt'ad'is
elektado	elekt'ad'o
elektadon	elekt'ad'o'n
elektanta	elekt'ant'a
elektantaj	elekt'ant'a'j
elektante	elekt'ant'e
elektanto	elekt'ant'o
elektantoj	elekt'ant'o'j
elektantaro	elekt'ant'ar'o
elektata	elekt'at'a
elektataj	elekt'at'a'j
elektebla	elekt'ebl'a
elekteblaj	elekt'ebl'a'j
elekteblajn	elekt'ebl'a'j'n
elekteblo	elekt'ebl'o
elektebloj	elekt'ebl'o'j
elekteblojn	elekt'ebl'o'j'n
elekteblon	elekt'ebl'o'n
elektebleco	elekt'ebl'ec'o
elektema	elekt'em'a
elektemaj	elekt'em'a'j
elektiĝas	elekt'iĝ'as
elektiĝi	elekt'iĝ'i
elektiĝis	elekt'iĝ'is
elektiĝo	elekt'iĝ'o
elektiĝos	elekt'iĝ'os
elektinta	elekt'int'a
elektinte	elekt'int'e
elektintoj	elekt'int'o'j
elektisto	elekt'ist'o
elektistoj	elekt'ist'o'j
elektistaro	elekt'ist'ar'o
elektita	elekt'it'a
elektitaj	elekt'it'a'j
elektitajn	elekt'it'a'j'n
elektitan	elekt'it'a'n
elektite	elekt'it'e
elektito	elekt'it'o
elektitoj	elekt'it'o'j
elektitojn	elekt'it'o'j'n
elektiton	elekt'it'o'n
elektodistrikto	elekt'o'distrikt'o
elektodistriktoj	elekt'o'distrikt'o'j
elektokampanjo	elekt'o'kampanj'o
elektokomisiono	elekt'o'komision'o
elektoprinclando	elekt'o'princ'land'o
elektosistemo	elekt'o'sistem'o
elektota	elekt'ot'a
elektotaj	elekt'ot'a'j
elektra	elektr'a
elektraj	elektr'a'j
elektrajn	elektr'a'j'n
elektran	elektr'a'n
elektre	elektr'e
elektro	elektr'o
elektron	elektr'o'n
elektraenergia	elektr'a'energi'a
elektraĵo	elektr'aĵ'o
elektrejo	elektr'ej'o
elektrejoj	elektr'ej'o'j
elektrigita	elektr'ig'it'a
elektrigitaj	elektr'ig'it'a'j
elektristo	elektr'ist'o
elektrizo	elektr'iz'o
elektroaparatoj	elektr'o'aparat'o'j
elektrocentralo	elektr'o'central'o
elektrocentraloj	elektr'o'central'o'j
elektrocentralojn	elektr'o'central'o'j'n
elektrocentralon	elektr'o'central'o'n
elektrodinamiko	elektr'o'dinamik'o
elektroencefalografio	elektr'o'encefal'o'graf'i'o
elektroenergia	elektr'o'energi'a
elektroenergio	elektr'o'energi'o
elektrofiziologiaj	elektr'o'fiziolog'i'a'j
elektrofonto	elektr'o'font'o
elektrogenerado	elektr'o'gener'ad'o
elektrokardiografo	elektr'o'kardi'o'graf'o
elektrokardiografio	elektr'o'kardi'o'graf'i'o
elektrokemia	elektr'o'kemi'a
elektrokemiaj	elektr'o'kemi'a'j
elektrokemiajn	elektr'o'kemi'a'j'n
elektrokemian	elektr'o'kemi'a'n
elektrokemie	elektr'o'kemi'e
elektrokompanio	elektr'o'kompani'o
elektrokonsumo	elektr'o'konsum'o
elektrokonsumon	elektr'o'konsum'o'n
elektromagneta	elektr'o'magnet'a
elektromagnetaj	elektr'o'magnet'a'j
elektromagnetajn	elektr'o'magnet'a'j'n
elektromagnetan	elektr'o'magnet'a'n
elektromagnete	elektr'o'magnet'e
elektromagneto	elektr'o'magnet'o
elektromagnetoj	elektr'o'magnet'o'j
elektromagnetismo	elektr'o'magnet'ism'o
elektromekanika	elektr'o'mekanik'a
elektromekanikaj	elektr'o'mekanik'a'j
elektromotoro	elektr'o'motor'o
elektromotoroj	elektr'o'motor'o'j
elektromotorojn	elektr'o'motor'o'j'n
elektromotoron	elektr'o'motor'o'n
elektronegativeco	elektr'o'negativ'ec'o
elektropaneo	elektr'o'pane'o
elektroproduktado	elektr'o'produkt'ad'o
elektroprovizo	elektr'o'proviz'o
elektroprovizoj	elektr'o'proviz'o'j
elektroreto	elektr'o'ret'o
elektroretoj	elektr'o'ret'o'j
elektrosektoro	elektr'o'sektor'o
elektrostatika	elektr'o'statik'a
elektrostatikaj	elektr'o'statik'a'j
elektrostatikan	elektr'o'statik'a'n
elektrotekniko	elektr'o'teknik'o
elektrotrajnoj	elektr'o'trajn'o'j
elektrovarmo	elektr'o'varm'o
elektrodo	elektrod'o
elektrodoj	elektrod'o'j
elektrodojn	elektrod'o'j'n
elektrodon	elektrod'o'n
elektrolito	elektrolit'o
elektrolitoj	elektrolit'o'j
elektroliton	elektrolit'o'n
elektroliza	elektroliz'a
elektrolizaj	elektroliz'a'j
elektrolizo	elektroliz'o
elektrona	elektron'a
elektronaj	elektron'a'j
elektronajn	elektron'a'j'n
elektronan	elektron'a'n
elektrono	elektron'o
elektronoj	elektron'o'j
elektronojn	elektron'o'j'n
elektronon	elektron'o'n
elektronika	elektron'ik'a
elektronikaj	elektron'ik'a'j
elektronikajn	elektron'ik'a'j'n
elektronikan	elektron'ik'a'n
elektronike	elektron'ik'e
elektroniko	elektron'ik'o
elektronikon	elektron'ik'o'n
elektronikaĵoj	elektron'ik'aĵ'o'j
elektronikoindustrio	elektron'ik'o'industri'o
elektronkanono	elektron'kanon'o
elektronmikroskopio	elektron'mikro'skop'i'o
elektronradio	elektron'radi'o
elektronradion	elektron'radi'o'n
elektrontubo	elektron'tub'o
elektrontuboj	elektron'tub'o'j
elementa	element'a
elementaj	element'a'j
elementajn	element'a'j'n
elementan	element'a'n
elemente	element'e
elemento	element'o
elementoj	element'o'j
elementojn	element'o'j'n
elementon	element'o'n
elementlernejanoj	element'lern'ej'an'o'j
eleonora	eleonor'a
elfa	elf'a
elfaj	elf'a'j
elfo	elf'o
elfoj	elf'o'j
elfojn	elf'o'j'n
elio	eli'o
eliksiro	eliksir'o
eliksiron	eliksir'o'n
elimina	elimin'a
eliminas	elimin'as
elimini	elimin'i
eliminis	elimin'is
elimino	elimin'o
eliminon	elimin'o'n
eliminos	elimin'os
eliminus	elimin'us
eliminado	elimin'ad'o
eliminanta	elimin'ant'a
eliminante	elimin'ant'e
eliminita	elimin'it'a
eliminitaj	elimin'it'a'j
elipsa	elips'a
elipsaj	elips'a'j
elipsajn	elips'a'j'n
elipsan	elips'a'n
elipso	elips'o
elipsoido	elips'oid'o
elita	elit'a
elitaj	elit'a'j
elitajn	elit'a'j'n
elitan	elit'a'n
elito	elit'o
elitoj	elit'o'j
elitojn	elit'o'j'n
eliton	elit'o'n
elitismo	elit'ism'o
elituloj	elit'ul'o'j
elitroj	elitr'o'j
elizeaj	elize'a'j
elizeo	elize'o
elizio	elizi'o
elizion	elizi'o'n
eliziita	elizi'it'a
elokventa	elokvent'a
elokventaj	elokvent'a'j
elokventan	elokvent'a'n
elokvente	elokvent'e
elokvento	elokvent'o
elokventon	elokvent'o'n
elokventeco	elokvent'ec'o
elokventecon	elokvent'ec'o'n
ema	em'a
emaj	em'a'j
emas	em'as
eme	em'e
emi	em'i
emis	em'is
emo	em'o
emoj	em'o'j
emojn	em'o'j'n
emon	em'o'n
emos	em'os
emu	em'u
emigas	em'ig'as
emita	em'it'a
emajlo	emajl'o
emajloj	emajl'o'j
emajlon	emajl'o'n
emajlita	emajl'it'a
emanas	eman'as
emanado	eman'ad'o
emanaĵo	eman'aĵ'o
emancipa	emancip'a
emancipado	emancip'ad'o
emancipiĝi	emancip'iĝ'i
emancipiĝo	emancip'iĝ'o
emancipiĝon	emancip'iĝ'o'n
emancipita	emancip'it'a
emancipitaj	emancip'it'a'j
embarasa	embaras'a
embarasaj	embaras'a'j
embarasajn	embaras'a'j'n
embarasan	embaras'a'n
embarasas	embaras'as
embarase	embaras'e
embarasi	embaras'i
embarasis	embaras'is
embaraso	embaras'o
embarasoj	embaras'o'j
embarasojn	embaras'o'j'n
embarason	embaras'o'n
embarasata	embaras'at'a
embarasiĝas	embaras'iĝ'as
embarasiĝis	embaras'iĝ'is
embarasita	embaras'it'a
embarasitaj	embaras'it'a'j
embarasite	embaras'it'e
embargo	embarg'o
embargon	embarg'o'n
emberizo	emberiz'o
emblema	emblem'a
emblemo	emblem'o
emblemoj	emblem'o'j
emblemojn	emblem'o'j'n
emblemon	emblem'o'n
emblemgrafikaj	emblem'grafik'a'j
embolio	emboli'o
embrazuro	embrazur'o
embrazuroj	embrazur'o'j
embria	embri'a
embriaj	embri'a'j
embrio	embri'o
embrioj	embri'o'j
embriojn	embri'o'j'n
embrion	embri'o'n
embriologio	embri'olog'i'o
embuskas	embusk'as
embuske	embusk'e
embuski	embusk'i
embuskis	embusk'is
embusko	embusk'o
embuskoj	embusk'o'j
embuskon	embusk'o'n
embuskita	embusk'it'a
emerĝa	emerĝ'a
emerĝaj	emerĝ'a'j
emerĝajn	emerĝ'a'j'n
emerĝas	emerĝ'as
emerĝis	emerĝ'is
emerĝanta	emerĝ'ant'a
emerĝantaj	emerĝ'ant'a'j
emerĝantajn	emerĝ'ant'a'j'n
emerĝantan	emerĝ'ant'a'n
emerita	emerit'a
emeritaj	emerit'a'j
emeritan	emerit'a'n
emerito	emerit'o
emeritoj	emerit'o'j
emeriteco	emerit'ec'o
emeritigis	emerit'ig'is
emeritiĝi	emerit'iĝ'i
emeritiĝis	emerit'iĝ'is
emeritiĝo	emerit'iĝ'o
emeritiĝon	emerit'iĝ'o'n
emeritiĝos	emerit'iĝ'os
emeritiĝinta	emerit'iĝ'int'a
emerituloj	emerit'ul'o'j
emfaza	emfaz'a
emfazaj	emfaz'a'j
emfazan	emfaz'a'n
emfazas	emfaz'as
emfaze	emfaz'e
emfazi	emfaz'i
emfazis	emfaz'is
emfazo	emfaz'o
emfazoj	emfaz'o'j
emfazojn	emfaz'o'j'n
emfazon	emfaz'o'n
emfazu	emfaz'u
emfazus	emfaz'us
emfazado	emfaz'ad'o
emfazanta	emfaz'ant'a
emfazante	emfaz'ant'e
emfazata	emfaz'at'a
emfazita	emfaz'it'a
emfazitaj	emfaz'it'a'j
emfazitan	emfaz'it'a'n
emfazite	emfaz'it'e
emilo	emil'o
emilon	emil'o'n
emilia	emili'a
emilio	emili'o
emiliano	emilian'o
eminenco	eminenc'o
eminenta	eminent'a
eminentaj	eminent'a'j
eminentajn	eminent'a'j'n
eminentan	eminent'a'n
eminentas	eminent'as
eminente	eminent'e
eminentis	eminent'is
eminenteco	eminent'ec'o
eminentecon	eminent'ec'o'n
eminentiĝis	eminent'iĝ'is
eminentulo	eminent'ul'o
eminentuloj	eminent'ul'o'j
eminentulojn	eminent'ul'o'j'n
eminentulon	eminent'ul'o'n
emiro	emir'o
emiroj	emir'o'j
emirlando	emir'land'o
emirlandoj	emir'land'o'j
emisia	emisi'a
emisiaj	emisi'a'j
emisias	emisi'as
emisii	emisi'i
emisiis	emisi'is
emisio	emisi'o
emisioj	emisi'o'j
emisiojn	emisi'o'j'n
emision	emisi'o'n
emisiado	emisi'ad'o
emisianto	emisi'ant'o
emisiemo	emisi'em'o
emisiita	emisi'it'a
emisiitaj	emisi'it'a'j
emitoro	emitor'o
emitoroj	emitor'o'j
emocia	emoci'a
emociaj	emoci'a'j
emociajn	emoci'a'j'n
emocian	emoci'a'n
emocias	emoci'as
emocie	emoci'e
emocii	emoci'i
emociis	emoci'is
emocio	emoci'o
emocioj	emoci'o'j
emociojn	emoci'o'j'n
emocion	emoci'o'n
emociema	emoci'em'a
emociiga	emoci'ig'a
emociigas	emoci'ig'as
emociigis	emoci'ig'is
emociiĝas	emoci'iĝ'as
emociiĝis	emoci'iĝ'is
emociiĝo	emoci'iĝ'o
emociita	emoci'it'a
emociitaj	emoci'it'a'j
emociite	emoci'it'e
emociplena	emoci'plen'a
emociplenaj	emoci'plen'a'j
empira	empir'a
empire	empir'e
empiro	empir'o
empiron	empir'o'n
empirea	empire'a
empiria	empiri'a
empiriaj	empiri'a'j
empiriajn	empiri'a'j'n
empirian	empiri'a'n
empirie	empiri'e
empirio	empiri'o
emuo	emu'o
emuoj	emu'o'j
emulsio	emulsi'o
emulsioj	emulsi'o'j
emulsianto	emulsi'ant'o
en	en
ena	en'a
enaj	en'a'j
enan	en'a'n
enas	en'as
ene	en'e
enis	en'is
eno	en'o
enoj	en'o'j
enojn	en'o'j'n
enon	en'o'n
enakva	en'akv'a
enakvaj	en'akv'a'j
enakve	en'akv'e
enakvigita	en'akv'ig'it'a
enamigita	en'am'ig'it'a
enamiĝas	en'am'iĝ'as
enamiĝi	en'am'iĝ'i
enamiĝis	en'am'iĝ'is
enamiĝo	en'am'iĝ'o
enamiĝoj	en'am'iĝ'o'j
enamiĝon	en'am'iĝ'o'n
enamiĝos	en'am'iĝ'os
enamiĝu	en'am'iĝ'u
enamiĝinta	en'am'iĝ'int'a
enamiĝintaj	en'am'iĝ'int'a'j
enamiĝinte	en'am'iĝ'int'e
enamiĝinto	en'am'iĝ'int'o
enamiĝintoj	en'am'iĝ'int'o'j
enamiĝlingvo	en'am'iĝ'lingv'o
enamiĝlingvoj	en'am'iĝ'lingv'o'j
enaŭtiĝis	en'aŭt'iĝ'is
enaviadiliĝis	en'aviad'il'iĝ'is
enbalzamigo	en'balzam'ig'o
enbati	en'bat'i
enbatis	en'bat'is
enblovis	en'blov'is
enboteligita	en'botel'ig'it'a
enbusiĝis	en'bus'iĝ'is
enbuŝe	en'buŝ'e
enbuŝigas	en'buŝ'ig'as
enbuŝigis	en'buŝ'ig'is
enbuŝiĝas	en'buŝ'iĝ'as
enĉambra	en'ĉambr'a
enĉiele	en'ĉiel'e
endanĝera	en'danĝer'a
endanĝeraj	en'danĝer'a'j
endanĝerigas	en'danĝer'ig'as
endanĝerigi	en'danĝer'ig'i
endanĝerigis	en'danĝer'ig'is
endanĝerigo	en'danĝer'ig'o
endanĝerigos	en'danĝer'ig'os
endanĝerigus	en'danĝer'ig'us
endanĝerigado	en'danĝer'ig'ad'o
endanĝerigante	en'danĝer'ig'ant'e
endanĝerigata	en'danĝer'ig'at'a
endanĝerigataj	en'danĝer'ig'at'a'j
endanĝerigita	en'danĝer'ig'it'a
endanĝerigitaj	en'danĝer'ig'it'a'j
endanĝerigitajn	en'danĝer'ig'it'a'j'n
endanĝerigitan	en'danĝer'ig'it'a'n
endanĝeriĝas	en'danĝer'iĝ'as
endanĝerita	en'danĝer'it'a
endanĝeritaj	en'danĝer'it'a'j
endatenigiloj	en'daten'ig'il'o'j
endoma	en'dom'a
endomaj	en'dom'a'j
endomajn	en'dom'a'j'n
endoman	en'dom'a'n
endome	en'dom'e
endorme	en'dorm'e
endormiĝas	en'dorm'iĝ'as
endormiĝi	en'dorm'iĝ'i
endormiĝis	en'dorm'iĝ'is
endormiĝo	en'dorm'iĝ'o
endormiĝos	en'dorm'iĝ'os
endormiĝinta	en'dorm'iĝ'int'a
enestas	en'est'as
enesti	en'est'i
enestis	en'est'is
enesto	en'est'o
enfalas	en'fal'as
enfalis	en'fal'is
enfalinta	en'fal'int'a
enfermas	en'ferm'as
enfermi	en'ferm'i
enfermis	en'ferm'is
enfermo	en'ferm'o
enfermon	en'ferm'o'n
enfermaĵo	en'ferm'aĵ'o
enfermaĵoj	en'ferm'aĵ'o'j
enfermaĵon	en'ferm'aĵ'o'n
enfermanta	en'ferm'ant'a
enfermita	en'ferm'it'a
enfermitaj	en'ferm'it'a'j
enfermitan	en'ferm'it'a'n
enfiltriĝo	en'filtr'iĝ'o
enfiltriĝon	en'filtr'iĝ'o'n
enfine	en'fin'e
enfluas	en'flu'as
enfluis	en'flu'is
enfluo	en'flu'o
enfluoj	en'flu'o'j
enfluon	en'flu'o'n
enfluejo	en'flu'ej'o
enflugis	en'flug'is
enfokusigas	en'fokus'ig'as
enfokusigi	en'fokus'ig'i
enfokusigis	en'fokus'ig'is
enfokusigo	en'fokus'ig'o
enfokusigado	en'fokus'ig'ad'o
enfokusigante	en'fokus'ig'ant'e
enfokusigita	en'fokus'ig'it'a
enfokusigitaj	en'fokus'ig'it'a'j
enfokusiĝas	en'fokus'iĝ'as
enfokusiĝis	en'fokus'iĝ'is
enfosis	en'fos'is
enfosita	en'fos'it'a
enfositaj	en'fos'it'a'j
englitis	en'glit'is
englutas	en'glut'as
engluti	en'glut'i
englutis	en'glut'is
engluto	en'glut'o
englutos	en'glut'os
englutu	en'glut'u
englutado	en'glut'ad'o
englutita	en'glut'it'a
englutitaj	en'glut'it'a'j
engrimpis	en'grimp'is
engrunda	en'grund'a
engrunde	en'grund'e
enhava	en'hav'a
enhavaj	en'hav'a'j
enhavan	en'hav'a'n
enhavas	en'hav'as
enhave	en'hav'e
enhavi	en'hav'i
enhavis	en'hav'is
enhavo	en'hav'o
enhavoj	en'hav'o'j
enhavojn	en'hav'o'j'n
enhavon	en'hav'o'n
enhavos	en'hav'os
enhavu	en'hav'u
enhavus	en'hav'us
enhavado	en'hav'ad'o
enhavaĵoj	en'hav'aĵ'o'j
enhavanta	en'hav'ant'a
enhavantaj	en'hav'ant'a'j
enhavantajn	en'hav'ant'a'j'n
enhavantan	en'hav'ant'a'n
enhavante	en'hav'ant'e
enhavata	en'hav'at'a
enhavataj	en'hav'at'a'j
enhaveroj	en'hav'er'o'j
enhavita	en'hav'it'a
enhavitaj	en'hav'it'a'j
enhavitajn	en'hav'it'a'j'n
enhavitan	en'hav'it'a'n
enhavoriĉa	en'hav'o'riĉ'a
enhavoriĉaj	en'hav'o'riĉ'a'j
enhavoriĉan	en'hav'o'riĉ'a'n
enhavosubstancoj	en'hav'o'substanc'o'j
enhavtabelo	en'hav'tabel'o
enhavtabeloj	en'hav'tabel'o'j
enhavtabelon	en'hav'tabel'o'n
enhejma	en'hejm'a
enhospitaligis	en'hospital'ig'is
enhospitaligon	en'hospital'ig'o'n
enhospitaligita	en'hospital'ig'it'a
enhospitaligitaj	en'hospital'ig'it'a'j
enhospitaliĝis	en'hospital'iĝ'is
eniga	en'ig'a
enigan	en'ig'a'n
enigas	en'ig'as
enigi	en'ig'i
enigis	en'ig'is
enigo	en'ig'o
enigon	en'ig'o'n
enigu	en'ig'u
enigado	en'ig'ad'o
enigaĵo	en'ig'aĵ'o
enigaĵoj	en'ig'aĵ'o'j
enigaĵojn	en'ig'aĵ'o'j'n
enigaĵon	en'ig'aĵ'o'n
enigante	en'ig'ant'e
enigataj	en'ig'at'a'j
enigita	en'ig'it'a
enigitaj	en'ig'it'a'j
enigite	en'ig'it'e
eniĝas	en'iĝ'as
eniĝi	en'iĝ'i
eniĝis	en'iĝ'is
eniĝado	en'iĝ'ad'o
eniĝante	en'iĝ'ant'e
enira	en'ir'a
eniran	en'ir'a'n
eniras	en'ir'as
eniri	en'ir'i
eniris	en'ir'is
eniro	en'ir'o
eniroj	en'ir'o'j
eniron	en'ir'o'n
eniros	en'ir'os
eniru	en'ir'u
enirus	en'ir'us
eniradis	en'ir'ad'is
enirado	en'ir'ad'o
eniranta	en'ir'ant'a
enirantaj	en'ir'ant'a'j
enirantajn	en'ir'ant'a'j'n
enirantan	en'ir'ant'a'n
enirante	en'ir'ant'e
enirbileto	en'ir'bilet'o
enirbiletoj	en'ir'bilet'o'j
enirbiletojn	en'ir'bilet'o'j'n
enirbileton	en'ir'bilet'o'n
enirdatumoj	en'ir'datum'o'j
enireja	en'ir'ej'a
enirejo	en'ir'ej'o
enirejoj	en'ir'ej'o'j
enirejojn	en'ir'ej'o'j'n
enirejon	en'ir'ej'o'n
enirekzameno	en'ir'ekzamen'o
enirekzamenon	en'ir'ekzamen'o'n
enirhalo	en'ir'hal'o
enirigas	en'ir'ig'as
enirigi	en'ir'ig'i
enirigis	en'ir'ig'is
enirigu	en'ir'ig'u
enirinta	en'ir'int'a
enirintaj	en'ir'int'a'j
enirinte	en'ir'int'e
enirita	en'ir'it'a
eniritaj	en'ir'it'a'j
enirkontrolas	en'ir'kontrol'as
enirmetodoj	en'ir'metod'o'j
enironta	en'ir'ont'a
enirpermesilo	en'ir'permes'il'o
enirpermesiloj	en'ir'permes'il'o'j
enirpermesilojn	en'ir'permes'il'o'j'n
enirpermesilon	en'ir'permes'il'o'n
enirpordo	en'ir'pord'o
enĵeti	en'ĵet'i
enĵetis	en'ĵet'is
enkadre	en'kadr'e
enkadrigas	en'kadr'ig'as
enkadrigi	en'kadr'ig'i
enkadrigis	en'kadr'ig'is
enkadrigo	en'kadr'ig'o
enkadrigon	en'kadr'ig'o'n
enkadrigita	en'kadr'ig'it'a
enkadrigitaj	en'kadr'ig'it'a'j
enkadriĝas	en'kadr'iĝ'as
enkadriĝi	en'kadr'iĝ'i
enkadriĝis	en'kadr'iĝ'is
enkadrita	en'kadr'it'a
enkalkulas	en'kalkul'as
enkalkuli	en'kalkul'i
enkalkulis	en'kalkul'is
enkalkulos	en'kalkul'os
enkalkulus	en'kalkul'us
enkalkulado	en'kalkul'ad'o
enkalkulanta	en'kalkul'ant'a
enkalkulante	en'kalkul'ant'e
enkalkulita	en'kalkul'it'a
enkalkulitaj	en'kalkul'it'a'j
enkanaligas	en'kanal'ig'as
enkanaligi	en'kanal'ig'i
enkanaligita	en'kanal'ig'it'a
enkanaligitaj	en'kanal'ig'it'a'j
enkape	en'kap'e
enkapigi	en'kap'ig'i
enkapsuligas	en'kapsul'ig'as
enkapsuligis	en'kapsul'ig'is
enkapsuligo	en'kapsul'ig'o
enkapsuligita	en'kapsul'ig'it'a
enkapsuligitaj	en'kapsul'ig'it'a'j
enkarcerigi	en'karcer'ig'i
enkarcerigis	en'karcer'ig'is
enkarcerigo	en'karcer'ig'o
enkarcerigita	en'karcer'ig'it'a
enkarcerigitaj	en'karcer'ig'it'a'j
enkarcerigitoj	en'karcer'ig'it'o'j
enkarceriĝo	en'karcer'iĝ'o
enkarnigas	en'karn'ig'as
enkarnigi	en'karn'ig'i
enkarnigis	en'karn'ig'is
enkarnigita	en'karn'ig'it'a
enkarnigitaj	en'karn'ig'it'a'j
enkarnigitan	en'karn'ig'it'a'n
enkarniĝis	en'karn'iĝ'is
enkarniĝo	en'karn'iĝ'o
enkarniĝoj	en'karn'iĝ'o'j
enkarniĝon	en'karn'iĝ'o'n
enkarniĝinta	en'karn'iĝ'int'a
enkasigas	en'kas'ig'as
enkasigi	en'kas'ig'i
enkasigis	en'kas'ig'is
enklasigis	en'klas'ig'is
enklasigita	en'klas'ig'it'a
enklasigitaj	en'klas'ig'it'a'j
enkomputiligis	en'komput'il'ig'is
enkonduka	en'konduk'a
enkondukaj	en'konduk'a'j
enkondukajn	en'konduk'a'j'n
enkondukan	en'konduk'a'n
enkondukas	en'konduk'as
enkonduke	en'konduk'e
enkonduki	en'konduk'i
enkondukis	en'konduk'is
enkonduko	en'konduk'o
enkondukoj	en'konduk'o'j
enkondukojn	en'konduk'o'j'n
enkondukon	en'konduk'o'n
enkondukos	en'konduk'os
enkonduku	en'konduk'u
enkondukus	en'konduk'us
enkondukado	en'konduk'ad'o
enkondukanta	en'konduk'ant'a
enkondukante	en'konduk'ant'e
enkondukata	en'konduk'at'a
enkondukiĝas	en'konduk'iĝ'as
enkondukiĝis	en'konduk'iĝ'is
enkondukilo	en'konduk'il'o
enkondukinta	en'konduk'int'a
enkondukita	en'konduk'it'a
enkondukitaj	en'konduk'it'a'j
enkondukitajn	en'konduk'it'a'j'n
enkonstruas	en'konstru'as
enkonstrui	en'konstru'i
enkonstruis	en'konstru'is
enkonstruado	en'konstru'ad'o
enkonstruante	en'konstru'ant'e
enkonstruita	en'konstru'it'a
enkonstruitaj	en'konstru'it'a'j
enkonstruitajn	en'konstru'it'a'j'n
enkonstruitan	en'konstru'it'a'n
enkora	en'kor'a
enkore	en'kor'e
enkorpa	en'korp'a
enkorpigas	en'korp'ig'as
enkorpigi	en'korp'ig'i
enkorpigis	en'korp'ig'is
enkorpigo	en'korp'ig'o
enkorpigita	en'korp'ig'it'a
enkorpigitaj	en'korp'ig'it'a'j
enkorpiĝas	en'korp'iĝ'as
enkorpiĝis	en'korp'iĝ'is
enkorpiĝo	en'korp'iĝ'o
enkulturigo	en'kultur'ig'o
enkuris	en'kur'is
enkursigilo	en'kurs'ig'il'o
enkursigiloj	en'kurs'ig'il'o'j
enlanda	en'land'a
enlandaj	en'land'a'j
enlandajn	en'land'a'j'n
enlandan	en'land'a'n
enlande	en'land'e
enlanden	en'land'e'n
enlando	en'land'o
enlandanoj	en'land'an'o'j
enlasas	en'las'as
enlasi	en'las'i
enlasis	en'las'is
enlasos	en'las'os
enlasu	en'las'u
enlinia	en'lini'a
enliniaj	en'lini'a'j
enlinio	en'lini'o
enlistigas	en'list'ig'as
enlistigi	en'list'ig'i
enlistigis	en'list'ig'is
enlistigita	en'list'ig'it'a
enlistigitaj	en'list'ig'it'a'j
enlita	en'lit'a
enlite	en'lit'e
enliten	en'lit'e'n
enlitigi	en'lit'ig'i
enlitigis	en'lit'ig'is
enlitiĝas	en'lit'iĝ'as
enlitiĝi	en'lit'iĝ'i
enlitiĝis	en'lit'iĝ'is
enlitiĝo	en'lit'iĝ'o
enlitiĝos	en'lit'iĝ'os
enlitiĝu	en'lit'iĝ'u
enlitii	en'liti'i
enlitiis	en'liti'is
enloĝas	en'loĝ'as
enloĝi	en'loĝ'i
enloĝis	en'loĝ'is
enloĝanta	en'loĝ'ant'a
enloĝantaj	en'loĝ'ant'a'j
enloĝante	en'loĝ'ant'e
enloĝanto	en'loĝ'ant'o
enloĝantoj	en'loĝ'ant'o'j
enloĝantojn	en'loĝ'ant'o'j'n
enloĝantaro	en'loĝ'ant'ar'o
enloĝata	en'loĝ'at'a
enloĝebla	en'loĝ'ebl'a
enloĝiĝi	en'loĝ'iĝ'i
enloĝiĝis	en'loĝ'iĝ'is
enmane	en'man'e
enmanigas	en'man'ig'as
enmanigi	en'man'ig'i
enmanigis	en'man'ig'is
enmara	en'mar'a
enmaraj	en'mar'a'j
enmarajn	en'mar'a'j'n
enmaran	en'mar'a'n
enmare	en'mar'e
enmarŝo	en'marŝ'o
enmatĉa	en'matĉ'a
enmatĉaj	en'matĉ'a'j
